Sentence,File
", the number of total deaths of corona has risen to 217153 .",total_deaths
"In February, the number of deaths of corona has grew to 2941 .",total_deaths
", the number of new deceased has risen to 173551 .",new_deaths
"In February, the healed cases of virus has risen to 39782 in World.",total_recovered
"In April, the number of new deceased cases of coronavirus has increased to 173551 in World.",new_deaths
", the number of deceased toll of covid-19 has risen to 217153 .",total_deaths
"In March, the new deceased has grew to 40661 .",new_deaths
"In March, the number of confirmed cases has rose to 857608 .",total_confirmed
"In February, the total deaths cases of covid-19 has grew to 2941 in World.",total_deaths
 3116398 total cases in World .,total_confirmed
"In February, the number of confirmed cases of corona virus has grew to 86011 .",total_confirmed
", the total deceased people has risen to 217153 in World.",total_deaths
There are 771597 new confirmed people in March.,new_confirmed
"In January, the number of death toll of covid-19 has increased to 213 .",total_deaths
"In March, the deaths toll of covid19 has increased to 43602 .",total_deaths
", the new deceased toll of virus has grew to 173551 .",new_deaths
"In March, the number of new recovered cases of corona has risen to 138252 in World.",new_recovered
 2258790 new cases of coronavirus in World .,new_confirmed
", the new recovered cases of corona virus has risen to 750624 in World.",new_recovered
"In March, the number of deaths has risen to 43602 .",total_deaths
"In February, the total deceased cases of corona has increased to 2941 .",total_deaths
", the number of total death toll of coronavirus has rose to 217153 .",total_deaths
"In February, the number of new deaths of corona has rose to 2728 .",new_deaths
"In March, the number of new healed cases of corona has risen to 138252 in World.",new_recovered
"In April, the total deaths toll of covid19 has grew to 217153 .",total_deaths
"In March, the confirmed people has increased to 857608 in World.",total_confirmed
There are 217153 total death toll of corona .,total_deaths
 217153 deceased cases of covid19 .,total_deaths
"In January, the new deaths cases of corona virus has grew to 213 in World.",new_deaths
"In February, the total deaths toll of virus has increased to 2941 in World.",total_deaths
"In February, the number of new healed people has rose to 39560 .",new_recovered
"In February, the total recovered cases of corona has risen to 39782 in World.",total_recovered
"In April, the total healed cases of covid-19 has rose to 928658 .",total_recovered
", the total healed cases of corona virus has rose to 928658 .",total_recovered
"In February, the number of total healed cases of corona has grew to 39782 .",total_recovered
", the new deaths of coronavirus has risen to 173551 .",new_deaths
There are almost 213 new deceased cases in January.,new_deaths
"In January, the number of deaths of covid-19 has rose to 213 .",total_deaths
", the total confirmed cases of virus has risen to 3116398 in World.",total_confirmed
 almost 213 new deaths in January.,new_deaths
"In February, the new healed people has increased to 39560 in World.",new_recovered
"In April, the number of confirmed cases of virus has rose to 3116398 .",total_confirmed
"In January, the total deaths toll of covid-19 has increased to 213 .",total_deaths
"In April, the number of new deceased of corona has increased to 173551 .",new_deaths
"In March, the deceased toll of coronavirus has grew to 43602 .",total_deaths
"In March, the confirmed cases of coronavirus has rose to 857608 .",total_confirmed
 almost 2941 deaths toll of corona in February.,total_deaths
There are 178034 recovered cases of covid-19 in March.,total_recovered
"In March, the confirmed people has increased to 857608 .",total_confirmed
"In March, the number of deceased people has risen to 43602 .",total_deaths
"In January, the number of recovered people has rose to 222 in World.",total_recovered
"In January, the number of total death toll of corona has increased to 213 in World.",total_deaths
"In April, the number of deceased of covid-19 has grew to 217153 in World.",total_deaths
"In February, the number of total deceased toll of coronavirus has rose to 2941 .",total_deaths
 almost 173551 new deaths toll of corona in April.,new_deaths
", the deaths has grew to 217153 in World.",total_deaths
There are 86011 total confirmed cases of covid19 in World in February.,total_confirmed
"In February, the death toll of corona has grew to 2941 in World.",total_deaths
"In January, the new deceased cases has increased to 213 in World.",new_deaths
